Gender,Gender Code,Single-Year Ages Code,Cause of death,Race,Place of Death,Deaths
Female,F,18,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Other,1
Female,F,18,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,18,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,19,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Other,1
Female,F,19,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Female,F,19,Intentional self-harm by handgun discharge,White,Decedent's home,1
Female,F,19,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Other,1
Female,F,20,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,1
Female,F,20,Intentional self-harm by handgun discharge,White,Decedent's home,1
Female,F,20,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Decedent's home,1
Female,F,20,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,20,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,1
Female,F,20,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,20,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,1
Female,F,21,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Inpatient,1
Female,F,21,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Female,F,21,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Other,1
Female,F,21,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,21,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,1
Female,F,21,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,21,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,22,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,22,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Outpatient or ER,1
Female,F,22,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Female,F,22,Intentional self-harm by handgun discharge,Black or African American,Other,1
Female,F,22,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Female,F,22,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,22,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Female,F,23,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Inpatient,1
Female,F,23,Intentional self-harm by handgun discharge,Black or African American,Other,1
Female,F,23,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Female,F,23,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Inpatient,1
Female,F,23,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,1
Female,F,23,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,1
Female,F,23,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,1
Female,F,24,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Female,F,24,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,24,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Decedent's home,1
Female,F,24,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,1
Female,F,24,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,1
Female,F,24,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,24,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,24,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,1
Female,F,25,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Medical Facility - Outpatient or ER,1
Female,F,25,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,25,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Inpatient,1
Female,F,25,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Female,F,25,Intentional self-harm by handgun discharge,Black or African American,Other,1
Female,F,25,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Decedent's home,1
Female,F,25,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Other,1
Female,F,25,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Medical Facility - Outpatient or ER,1
Female,F,25,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,26,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,1
Female,F,26,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,26,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Medical Facility - Outpatient or ER,1
Female,F,26,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,26,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,1
Female,F,26,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Female,F,27,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Female,F,27,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Other,1
Female,F,28,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Inpatient,1
Female,F,28,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Inpatient,1
Female,F,28,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,1
Female,F,28,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,1
Female,F,28,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,1
Female,F,28,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,29,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Other,1
Female,F,29,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Female,F,29,Intentional self-harm by handgun discharge,Black or African American,Other,1
Female,F,29,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Female,F,29,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,29,Intentional self-harm by handgun discharge,White,Other,1
Female,F,29,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Decedent's home,1
Female,F,29,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,29,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,29,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,1
Female,F,29,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,30,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Female,F,30,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
Female,F,30,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,30,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,1
Female,F,30,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,1
Female,F,31,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,1
Female,F,31,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Female,F,31,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,1
Female,F,32,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,32,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,1
Female,F,32,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,32,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,1
Female,F,32,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,1
Female,F,32,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,1
Female,F,33,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,33,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,1
Female,F,33,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,1
Female,F,34,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,1
Female,F,34,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,1
Female,F,34,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,1
Female,F,35,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Outpatient or ER,1
Female,F,35,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,1
Female,F,35,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Female,F,36,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,1
